Posição;Codigo_IBGE;Municipio;Unidade federativa;Estado;Populacao
3258º;2208650;Queimada Nova; Piauí;PI;9041
3259º;4125209;São Jorge d'Oeste; Paraná;PR;9005
3260º;5222054;Vicentinópolis; Goiás;GO;9002
3261º;4313953;Pantano Grande; Rio Grande do Sul;RS;8995
3262º;3549508;São José da Bela Vista; São Paulo;SP;8991
3263º;4107256;Douradina; Paraná;PR;8988
3264º;2928307;Santanópolis; Bahia;BA;8987
3265º;2602407;Brejão; Pernambuco;PE;8981
3266º;3536604;Paulo de Faria; São Paulo;SP;8973
3267º;5211404;Itauçu; Goiás;GO;8968
3268º;1720804;Sítio Novo do Tocantins; Tocantins;TO;8965
3269º;3155405;Rio Novo; Minas Gerais;MG;8964
3270º;3143500;Morada Nova de Minas; Minas Gerais;MG;8955
3271º;2925931;Quixabeira; Bahia;BA;8939
3272º;3128402;Guarani; Minas Gerais;MG;8926
3273º;3532504;Neves Paulista; São Paulo;SP;8917
3274º;2905107;Caém; Bahia;BA;8912
3275º;5203401;Bom Jardim de Goiás; Goiás;GO;8912
3276º;3118908;Cordisburgo; Minas Gerais;MG;8903
3277º;3159209;Santa Rita de Caldas; Minas Gerais;MG;8900
3278º;4106001;Congonhinhas; Paraná;PR;8896
3279º;3511904;Clementina; São Paulo;SP;8894
3280º;1707702;Filadélfia; Tocantins;TO;8892
3281º;3546900;Santa Lúcia; São Paulo;SP;8889
3282º;3514304;Dourado; São Paulo;SP;8883
3283º;4108957;Guamiranga; Paraná;PR;8881
3284º;3537503;Pereiras; São Paulo;SP;8875
3285º;4126009;São Sebastião da Amoreira; Paraná;PR;8865
3286º;2918456;Jucuruçu; Bahia;BA;8856
3287º;2704609;Maravilha; Alagoas;AL;8850
3288º;2912004;Ibiassucê; Bahia;BA;8849
3289º;2902302;Aratuípe; Bahia;BA;8848
3290º;4201505;Armazém; Santa Catarina;SC;8843
3291º;2102150;Brejo de Areia; Maranhão;MA;8841
3292º;2105948;Lago dos Rodrigues; Maranhão;MA;8841
3293º;2308807;Moraújo; Ceará;CE;8833
3294º;3150158;Piedade de Caratinga; Minas Gerais;MG;8832
3295º;3202553;Ibitirama; Espírito Santo;ES;8830
3296º;2804458;Nossa Senhora Aparecida; Sergipe;SE;8822
3297º;2208700;Redenção do Gurguéia; Piauí;PI;8814
3298º;3116803;Coluna; Minas Gerais;MG;8810
3299º;2103125;Central do Maranhão; Maranhão;MA;8806
3300º;3513207;Cristais Paulista; São Paulo;SP;8803
3301º;5205455;Cezarina; Goiás;GO;8794
3302º;4114906;Marilândia do Sul; Paraná;PR;8793
3303º;2407401;Martins; Rio Grande do Norte;RN;8790
3304º;5102850;Castanheira; Mato Grosso;MT;8782
3305º;3142601;Monsenhor Paulo; Minas Gerais;MG;8764
3306º;4215679;Santa Terezinha; Santa Catarina;SC;8760
3307º;5213509;Monte Alegre de Goiás; Goiás;GO;8759
3308º;2206803;Nossa Senhora dos Remédios; Piauí;PI;8751
3309º;5200803;Alvorada do Norte; Goiás;GO;8749
3310º;2509057;Marcação; Paraíba;PB;8746
3311º;4319802;São Vicente do Sul; Rio Grande do Sul;RS;8742
3312º;2912806;Ibirapuã; Bahia;BA;8740
3313º;5220504;Serranópolis; Goiás;GO;8737
3314º;3204658;São Domingos do Norte; Espírito Santo;ES;8735
3315º;2933174;Varzedo; Bahia;BA;8734
3316º;2921906;Mucugê; Bahia;BA;8725
3317º;3166709;Serra dos Aimorés; Minas Gerais;MG;8725
3318º;3157336;Santa Cruz de Minas; Minas Gerais;MG;8723
3319º;3150505;Pimenta; Minas Gerais;MG;8715
3320º;4201208;Antônio Carlos; Santa Catarina;SC;8712
3321º;3144508;Nazareno; Minas Gerais;MG;8710
3322º;3140555;Mata Verde; Minas Gerais;MG;8700
3323º;3112802;Capitólio; Minas Gerais;MG;8693
3324º;3151008;Piranguinho; Minas Gerais;MG;8683
3325º;2900108;Abaíra; Bahia;BA;8681
3326º;3534807;Ouro Verde; São Paulo;SP;8676
3327º;2909000;Cordeiros; Bahia;BA;8667
3328º;3503406;Arealva; São Paulo;SP;8665
3329º;3158904;Santana do Manhuaçu; Minas Gerais;MG;8660
3330º;2906899;Caraíbas; Bahia;BA;8659
3331º;3171709;Virgínia; Minas Gerais;MG;8652
3332º;4217907;Tangará; Santa Catarina;SC;8648
3333º;2112001;Tasso Fragoso; Maranhão;MA;8642
3334º;2509305;Mataraca; Paraíba;PB;8642
3335º;4103503;Califórnia; Paraná;PR;8641
3336º;3140530;Martins Soares; Minas Gerais;MG;8640
3337º;2206720;Nazária; Piauí;PI;8632
3338º;4305009;Catuípe; Rio Grande do Sul;RS;8631
3339º;1200328;Jordão; Acre;AC;8628
3340º;2205557;Lagoa Alegre; Piauí;PI;8610
3341º;1504109;Magalhães Barata; Pará;PA;8598
3342º;3102852;Angelândia; Minas Gerais;MG;8594
3343º;2603603;Camutanga; Pernambuco;PE;8592
3344º;2919058;Lagedo do Tabocal; Bahia;BA;8591
3345º;2205953;Marcolândia; Piauí;PI;8590
3346º;3300951;Comendador Levy Gasparian; Rio de Janeiro;RJ;8590
3347º;2204907;Isaías Coelho; Piauí;PI;8582
3348º;2923308;Ouriçangas; Bahia;BA;8575
3349º;4311155;Jóia; Rio Grande do Sul;RS;8571
3350º;1718303;Praia Norte; Tocantins;TO;8563
3351º;2313252;Tarrafas; Ceará;CE;8555
3352º;2512804;Riacho dos Cavalos; Paraíba;PB;8555
3353º;5107776;Santa Terezinha; Mato Grosso;MT;8547
3354º;3548054;Santo Antônio do Aracanguá; São Paulo;SP;8541
3355º;4314159;Paverama; Rio Grande do Sul;RS;8541
3356º;3152907;Pratápolis; Minas Gerais;MG;8530
3357º;3161700;São Gonçalo do Abaeté; Minas Gerais;MG;8527
3358º;2802700;Ilha das Flores; Sergipe;SE;8522
3359º;2104073;Feira Nova do Maranhão; Maranhão;MA;8506
3360º;2106672;Milagres do Maranhão; Maranhão;MA;8502
3361º;4127908;Tuneiras do Oeste; Paraná;PR;8502
3362º;3545159;Saltinho; São Paulo;SP;8498
3363º;2101970;Boa Vista do Gurupi; Maranhão;MA;8494
3364º;1400506;São João da Baliza; Roraima;RR;8492
3365º;4123709;Santa Isabel do Ivaí; Paraná;PR;8484
3366º;2500775;Aparecida; Paraíba;PB;8482
3367º;3129608;Ibiaí; Minas Gerais;MG;8478
3368º;2921609;Morpará; Bahia;BA;8476
3369º;3103702;Araponga; Minas Gerais;MG;8467
3370º;2703601;Japaratinga; Alagoas;AL;8444
3371º;2700607;Barra de São Miguel; Alagoas;AL;8434
3372º;4304713;Caraá; Rio Grande do Sul;RS;8426
3373º;3515202;Estrela d'Oeste; São Paulo;SP;8420
3374º;5104906;Jangada; Mato Grosso;MT;8420
3375º;1702000;Araguaçu; Tocantins;TO;8418
3376º;4215653;Santa Rosa do Sul; Santa Catarina;SC;8397
3377º;2800704;Brejo Grande; Sergipe;SE;8396
3378º;3148509;Pavão; Minas Gerais;MG;8390
3379º;4128559;Vera Cruz do Oeste; Paraná;PR;8389
3380º;5219704;Santa Terezinha de Goiás; Goiás;GO;8386
3381º;3111408;Campo Florido; Minas Gerais;MG;8383
3382º;1700707;Alvorada; Tocantins;TO;8381
3383º;3143450;Montezuma; Minas Gerais;MG;8379
3384º;5105002;Jauru; Mato Grosso;MT;8377
3385º;2916708;Itaquara; Bahia;BA;8375
3386º;2205854;Madeiro; Piauí;PI;8372
3387º;2201960;Brasileira; Piauí;PI;8364
3388º;3519808;Icém; São Paulo;SP;8363
3389º;3521606;Irapuru; São Paulo;SP;8356
3390º;2203008;Cristalândia do Piauí; Piauí;PI;8350
3391º;4306932;Entre-Ijuís; Rio Grande do Sul;RS;8350
3392º;2406601;Lagoa Salgada; Rio Grande do Norte;RN;8348
3393º;4308805;General Câmara; Rio Grande do Sul;RS;8339
3394º;2501575;Barra de Santana; Paraíba;PB;8338
3395º;3156304;Rodeiro; Minas Gerais;MG;8333
3396º;2505402;Desterro; Paraíba;PB;8332
3397º;2922805;Nova Itarana; Bahia;BA;8328
3398º;2920304;Malhada de Pedras; Bahia;BA;8326
3399º;5221197;Terezópolis de Goiás; Goiás;GO;8326
3400º;2407302;Marcelino Vieira; Rio Grande do Norte;RN;8325
3401º;4203501;Campo Erê; Santa Catarina;SC;8312
3402º;4117222;Nova Santa Rosa; Paraná;PR;8311
3403º;2410900;Riachuelo; Rio Grande do Norte;RN;8310
3404º;3146503;Pains; Minas Gerais;MG;8308
3405º;4309050;Glorinha; Rio Grande do Sul;RS;8304
3406º;2916203;Itapé; Bahia;BA;8300
3407º;2402402;Carnaúba dos Dantas; Rio Grande do Norte;RN;8297
3408º;3129004;Guiricema; Minas Gerais;MG;8296
3409º;4111555;Ivaté; Paraná;PR;8294
3410º;2506251;Gado Bravo; Paraíba;PB;8292
3411º;3151909;Pocrane; Minas Gerais;MG;8288
3412º;3153509;Alto Jequitibá; Minas Gerais;MG;8286
3413º;2202026;Buriti dos Montes; Piauí;PI;8282
3414º;2615904;Tuparetama; Pernambuco;PE;8266
3415º;2921450;Mirante; Bahia;BA;8264
3416º;4211108;Monte Castelo; Santa Catarina;SC;8263
3417º;3500402;Águas da Prata; São Paulo;SP;8262
3418º;3517802;Guaraçaí; São Paulo;SP;8258
3419º;4112751;Jesuítas; Paraná;PR;8251
3420º;2100402;Altamira do Maranhão; Maranhão;MA;8250
3421º;1400605;São Luís; Roraima;RR;8232
3422º;3519907;Iepê; São Paulo;SP;8228
3423º;3157252;Santa Bárbara do Leste; Minas Gerais;MG;8212
3424º;4210308;Major Vieira; Santa Catarina;SC;8209
3425º;3527009;Lindóia; São Paulo;SP;8201
3426º;3506409;Bilac; São Paulo;SP;8197
3427º;1717909;Ponte Alta do Tocantins; Tocantins;TO;8192
3428º;2412807;São Rafael; Rio Grande do Norte;RN;8183
3429º;1713601;Monte do Carmo; Tocantins;TO;8182
3430º;5104526;Ipiranga do Norte; Mato Grosso;MT;8182
3431º;3531209;Monte Alegre do Sul; São Paulo;SP;8181
3432º;2917359;Jaborandi; Bahia;BA;8176
3433º;3528106;Macaubal; São Paulo;SP;8174
3434º;3128907;Guimarânia; Minas Gerais;MG;8168
3435º;5101605;Barão de Melgaço; Mato Grosso;MT;8165
3436º;3168804;Tiradentes; Minas Gerais;MG;8160
3437º;1600238;Ferreira Gomes; Amapá;AP;8151
3438º;2307205;Jati; Ceará;CE;8150
3439º;3145877;Orizânia; Minas Gerais;MG;8138
3440º;4218509;Treze Tílias; Santa Catarina;SC;8138
3441º;4204905;Descanso; Santa Catarina;SC;8136
3442º;3154457;Riachinho; Minas Gerais;MG;8132
3443º;4312252;Minas do Leão; Rio Grande do Sul;RS;8130
3444º;2910305;Elísio Medrado; Bahia;BA;8129
3445º;4121752;Reserva do Iguaçu; Paraná;PR;8127
3446º;1100502;Novo Horizonte do Oeste; Rondônia;RO;8125
3447º;4306056;Cristal; Rio Grande do Sul;RS;8121
3448º;4117008;Nova Fátima; Paraná;PR;8120
3449º;4104105;Campo do Tenente; Paraná;PR;8118
3450º;3139706;Maravilhas; Minas Gerais;MG;8113
3451º;2906402;Candeal; Bahia;BA;8109
3452º;2413409;Serra Negra do Norte; Rio Grande do Norte;RN;8105
3453º;4127957;Tupãssi; Paraná;PR;8105
3454º;3521507;Irapuã; São Paulo;SP;8101
3455º;5204003;Cabeceiras; Goiás;GO;8098
3456º;5103601;Dom Aquino; Mato Grosso;MT;8087
3457º;5204854;Campo Limpo de Goiás; Goiás;GO;8087
3458º;2209971;São João do Arraial; Piauí;PI;8085
3459º;1505601;Peixe-Boi; Pará;PA;8084
3460º;1716703;Colméia; Tocantins;TO;8078
3461º;2919108;Lamarão; Bahia;BA;8078
3462º;2708709;São Miguel dos Milagres; Alagoas;AL;8073
3463º;5214861;Nova Glória; Goiás;GO;8063
3464º;3124807;Estrela do Sul; Minas Gerais;MG;8057
3465º;4216800;São José do Cerrito; Santa Catarina;SC;8054
3466º;4317004;Santana da Boa Vista; Rio Grande do Sul;RS;8037
3467º;5213707;Montes Claros de Goiás; Goiás;GO;8037
3468º;3147709;Passa Tempo; Minas Gerais;MG;8031
3469º;4201703;Ascurra; Santa Catarina;SC;8021
3470º;3204252;Ponto Belo; Espírito Santo;ES;8016
3471º;2507606;Juarez Távora; Paraíba;PB;8014
3472º;3121100;Delfim Moreira; Minas Gerais;MG;8007
3473º;4218251;Timbó Grande; Santa Catarina;SC;8003
3474º;5204250;Cachoeira Dourada; Goiás;GO;7997
3475º;3135357;Japonvar; Minas Gerais;MG;7991
3476º;4316501;Salvador do Sul; Rio Grande do Sul;RS;7975
3477º;2915700;Itamari; Bahia;BA;7971
3478º;2403004;Cruzeta; Rio Grande do Norte;RN;7968
3479º;4103800;Cambira; Paraná;PR;7967
3480º;2511103;Pedra Lavrada; Paraíba;PB;7954
3481º;5007554;Santa Rita do Pardo; Mato Grosso do Sul;MS;7948
3482º;2410207;Portalegre; Rio Grande do Norte;RN;7944
3483º;2931103;Tanquinho; Bahia;BA;7936
3484º;3519501;Ibirarema; São Paulo;SP;7926
3485º;5103858;Gaúcha do Norte; Mato Grosso;MT;7913
3486º;3200359;Alto Rio Novo; Espírito Santo;ES;7911
3487º;2806404;Santana do São Francisco; Sergipe;SE;7906
3488º;3511201;Catiguá; São Paulo;SP;7905
3489º;2306207;Itaiçaba; Ceará;CE;7904
3490º;3165701;Senador Firmino; Minas Gerais;MG;7902
3491º;3130309;Iguatama; Minas Gerais;MG;7901
3492º;3123528;Durandé; Minas Gerais;MG;7898
3493º;5204805;Campo Alegre de Goiás; Goiás;GO;7884
3494º;2201051;Assunção do Piauí; Piauí;PI;7879
3495º;2104628;Governador Luiz Rocha; Maranhão;MA;7878
3496º;2109759;Santa Filomena do Maranhão; Maranhão;MA;7878
3497º;3165305;São Vicente de Minas; Minas Gerais;MG;7876
3498º;2914307;Iramaia; Bahia;BA;7874
3499º;3120870;Curral de Dentro; Minas Gerais;MG;7867
3500º;2505006;Cubati; Paraíba;PB;7866
3501º;3523800;Itobi; São Paulo;SP;7862
3502º;2109551;Ribamar Fiquene; Maranhão;MA;7859
3503º;2301505;Arneiroz; Ceará;CE;7848
3504º;2515971;Sobrado; Paraíba;PB;7845
3505º;1717503;Pium; Tocantins;TO;7830
3506º;2922730;Nova Fátima; Bahia;BA;7830
3507º;3521101;Ipeúna; São Paulo;SP;7824
3508º;4316709;Santa Bárbara do Sul; Rio Grande do Sul;RS;7813
3509º;5002159;Bodoquena; Mato Grosso do Sul;MS;7802
3510º;5202155;Araguapaz; Goiás;GO;7795
3511º;4314001;Paraí; Rio Grande do Sul;RS;7793
3512º;2206506;Monsenhor Hipólito; Piauí;PI;7785
3513º;3135456;Jenipapo de Minas; Minas Gerais;MG;7781
3514º;3105004;Baldim; Minas Gerais;MG;7780
3515º;1301951;Itamarati; Amazonas;AM;7777
3516º;2606705;Ibirajuba; Pernambuco;PE;7773
3517º;2304608;General Sampaio; Ceará;CE;7767
3518º;3542701;Restinga; São Paulo;SP;7762
3519º;3518859;Guatapará; São Paulo;SP;7760
3520º;2312809;Senador Sá; Ceará;CE;7758
3521º;2106359;Marajá do Sena; Maranhão;MA;7757
3522º;2508208;Lagoa de Dentro; Paraíba;PB;7754
3523º;2919900;Macururé; Bahia;BA;7752
3524º;2507408;Jericó; Paraíba;PB;7751
3525º;5200605;Alto Paraíso de Goiás; Goiás;GO;7751
3526º;2313708;Umari; Ceará;CE;7740
3527º;3552304;Sud Mennucci; São Paulo;SP;7738
3528º;3117836;Cônego Marinho; Minas Gerais;MG;7730
3529º;4322301;Tuparendi; Rio Grande do Sul;RS;7730
3530º;3553500;Tapiraí; São Paulo;SP;7725
3531º;3550506;São Pedro do Turvo; São Paulo;SP;7724
3532º;3106408;Belo Vale; Minas Gerais;MG;7723
3533º;2300606;Altaneira; Ceará;CE;7712
3534º;4123303;Santa Cruz de Monte Castelo; Paraná;PR;7705
3535º;2202083;Cajueiro da Praia; Piauí;PI;7704
3536º;4127809;Tomazina; Paraná;PR;7699
3537º;3134806;Jacuí; Minas Gerais;MG;7695
3538º;1715754;Palmeirópolis; Tocantins;TO;7694
3539º;4319158;São Miguel das Missões; Rio Grande do Sul;RS;7692
3540º;4302451;Boqueirão do Leão; Rio Grande do Sul;RS;7691
3541º;1721109;Tocantínia; Tocantins;TO;7688
3542º;3543253;Ribeirão Grande; São Paulo;SP;7686
3543º;3169208;Tombos; Minas Gerais;MG;7683
3544º;4314209;Pedro Osório; Rio Grande do Sul;RS;7683
3545º;2514909;São Mamede; Paraíba;PB;7682
3546º;1718865;Santa Fé do Araguaia; Tocantins;TO;7678
3547º;2200251;Alagoinha do Piauí; Piauí;PI;7678
3548º;4215307;Salete; Santa Catarina;SC;7674
3549º;4109906;Icaraíma; Paraná;PR;7671
3550º;3166907;Serrania; Minas Gerais;MG;7667
3551º;2202778;Colônia do Piauí; Piauí;PI;7665
3552º;5212303;Leopoldo de Bulhões; Goiás;GO;7663
3553º;3122207;Divinolândia de Minas; Minas Gerais;MG;7655
3554º;2105989;Lajeado Novo; Maranhão;MA;7653
3555º;2804300;Muribeca; Sergipe;SE;7653
3556º;1200054;Assis Brasil; Acre;AC;7649
3557º;4207700;Ipumirim; Santa Catarina;SC;7647
3558º;4207684;Ipuaçu; Santa Catarina;SC;7643
3559º;4212304;Paulo Lopes; Santa Catarina;SC;7642
3560º;2404853;Itajá; Rio Grande do Norte;RN;7641
3561º;3138625;Limeira do Oeste; Minas Gerais;MG;7640
3562º;2111250;São José dos Basílios; Maranhão;MA;7639
3563º;4314027;Paraíso do Sul; Rio Grande do Sul;RS;7635
3564º;3164001;São Pedro dos Ferros; Minas Gerais;MG;7634
3565º;3116704;Coimbra; Minas Gerais;MG;7631
3566º;5219001;Sanclerlândia; Goiás;GO;7630
3567º;4107751;Figueira; Paraná;PR;7625
3568º;2406304;Lagoa de Pedras; Rio Grande do Norte;RN;7624
3569º;2514206;São José da Lagoa Tapada; Paraíba;PB;7622
3570º;2707404;Porto de Pedras; Alagoas;AL;7618
3571º;3553906;Tarabai; São Paulo;SP;7609
3572º;3505401;Barra do Turvo; São Paulo;SP;7606
3573º;3131109;Inimutaba; Minas Gerais;MG;7605
3574º;3126000;Florestal; Minas Gerais;MG;7602
3575º;3142403;Moema; Minas Gerais;MG;7589
3576º;3137106;Lagamar; Minas Gerais;MG;7588
3577º;2101731;Belágua; Maranhão;MA;7586
3578º;2606309;Granito; Pernambuco;PE;7586
3579º;1505494;Palestina do Pará; Pará;PA;7575
3580º;5006408;Pedro Gomes; Mato Grosso do Sul;MS;7568
3581º;5004403;Inocência; Mato Grosso do Sul;MS;7566
3582º;2312502;São João do Jaguaribe; Ceará;CE;7557
3583º;2706604;Paulo Jacinto; Alagoas;AL;7556
3584º;4109500;Guaraqueçaba; Paraná;PR;7554
3585º;4214607;Rio do Oeste; Santa Catarina;SC;7552
3586º;4301750;Barão do Triunfo; Rio Grande do Sul;RS;7550
3587º;3125606;Felisburgo; Minas Gerais;MG;7548
3588º;3200508;Apiacá; Espírito Santo;ES;7542
3589º;3162203;São João Batista do Glória; Minas Gerais;MG;7541
3590º;3150570;Pintópolis; Minas Gerais;MG;7540
3591º;3536406;Paulicéia; São Paulo;SP;7540
3592º;3158508;Santana de Pirapama; Minas Gerais;MG;7538
3593º;4106456;Coronel Domingos Soares; Paraná;PR;7538
3594º;1500131;Abel Figueiredo; Pará;PA;7536
3595º;3162948;São José da Barra; Minas Gerais;MG;7532
3596º;3505104;Barbosa; São Paulo;SP;7532
3597º;2504157;Casserengue; Paraíba;PB;7530
3598º;2616183;Vertente do Lério; Pernambuco;PE;7526
3599º;4103057;Boa Vista da Aparecida; Paraná;PR;7524
3600º;3533601;Nuporanga; São Paulo;SP;7522
3601º;2610103;Palmeirina; Pernambuco;PE;7509
3602º;4218608;Trombudo Central; Santa Catarina;SC;7506
3603º;4120705;Quatiguá; Paraná;PR;7504
3604º;5005251;Laguna Carapã; Mato Grosso do Sul;MS;7496
3605º;3121803;Dionísio; Minas Gerais;MG;7493
3606º;3145059;Nova Porteirinha; Minas Gerais;MG;7493
3607º;2602506;Brejinho; Pernambuco;PE;7489
3608º;3116506;Claro dos Poções; Minas Gerais;MG;7478
3609º;1710508;Itacajá; Tocantins;TO;7471
3610º;4320263;Segredo; Rio Grande do Sul;RS;7465
3611º;2922201;Muniz Ferreira; Bahia;BA;7464
3612º;4210407;Maracajá; Santa Catarina;SC;7461
3613º;2515005;São Miguel de Taipu; Paraíba;PB;7450
3614º;2110658;São Domingos do Azeitão; Maranhão;MA;7448
3615º;3101805;Alpercata; Minas Gerais;MG;7448
3616º;2924108;Pedrão; Bahia;BA;7438
3617º;4101309;Antônio Olinto; Paraná;PR;7421
3618º;4118709;Paulo Frontin; Paraná;PR;7418
3619º;5212105;Joviânia; Goiás;GO;7417
3620º;4311502;Lavras do Sul; Rio Grande do Sul;RS;7410
3621º;2208908;Ribeiro Gonçalves; Piauí;PI;7408
3622º;3135605;Jequitaí; Minas Gerais;MG;7407
3623º;2300804;Antonina do Norte; Ceará;CE;7402
3624º;4300646;Ametista do Sul; Rio Grande do Sul;RS;7396
3625º;3162609;São João do Oriente; Minas Gerais;MG;7393
3626º;4309506;Guarani das Missões; Rio Grande do Sul;RS;7393
3627º;3130606;Inconfidentes; Minas Gerais;MG;7387
3628º;3526605;Lavrinhas; São Paulo;SP;7361
3629º;4100103;Abatiá; Paraná;PR;7360
3630º;1501758;Brejo Grande do Araguaia; Pará;PA;7357
3631º;2502003;Belém do Brejo do Cruz; Paraíba;PB;7356
3632º;2707909;Santa Luzia do Norte; Alagoas;AL;7344
3633º;2202174;Campo Largo do Piauí; Piauí;PI;7342
3634º;5004908;Jaraguari; Mato Grosso do Sul;MS;7342
3635º;3166303;Sericita; Minas Gerais;MG;7340
3636º;5211305;Itarumã; Goiás;GO;7337
3637º;4216404;São João do Sul; Santa Catarina;SC;7332
3638º;3130655;Indaiabira; Minas Gerais;MG;7328
3639º;3159357;Santa Rita de Minas; Minas Gerais;MG;7322
3640º;3524501;Jaci; São Paulo;SP;7322
3641º;4212007;Palma Sola; Santa Catarina;SC;7321
3642º;3534203;Orindiúva; São Paulo;SP;7318
3643º;3160454;Santo Antônio do Retiro; Minas Gerais;MG;7316
3644º;4311759;Manoel Viana; Rio Grande do Sul;RS;7315
3645º;2701902;Chã Preta; Alagoas;AL;7311
3646º;2206704;Nazaré do Piauí; Piauí;PI;7307
3647º;4213807;Praia Grande; Santa Catarina;SC;7305
3648º;3302304;Laje do Muriaé; Rio de Janeiro;RJ;7298
3649º;2931400;Teodoro Sampaio; Bahia;BA;7296
3650º;2914208;Irajuba; Bahia;BA;7295
3651º;3512902;Cosmorama; São Paulo;SP;7289
3652º;5001508;Bandeirantes; Mato Grosso do Sul;MS;7281
3653º;2508505;Livramento; Paraíba;PB;7274
3654º;2901957;Apuarema; Bahia;BA;7274
3655º;2510006;Nazarezinho; Paraíba;PB;7271
3656º;1706100;Cristalândia; Tocantins;TO;7268
